K=8, W/V=1.8748833, K=8, time:3.071

ca [*] :=
1  8
;

fragment allocation x on node k:

1    2    3    4    5    6    7    8    
80 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
81 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
82 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
83 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
84 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
85 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
87 0.00000000 0.00000000 0.00000000 0.70199440 0.00000000 0.00000000 0.29800560 0.00000000 
88 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
89 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 
90 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
91 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
92 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
93 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
94 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
95 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
96 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
97 0.00000000 0.00000000 0.25930657 0.00000000 0.00000000 0.00000000 0.74069343 0.00000000 
98 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
99 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 

zz_test [*] :=
 1 1   10 1   19 1   29 1   39 1   48 1   57 1   66 1   76 1   85 1   95 1
 2 1   11 1   20 1   30 1   40 1   49 1   58 1   67 1   77 1   87 1   96 1
 3 1   12 1   21 1   31 1   41 1   50 1   59 1   68 1   78 1   88 1   97 1
 4 1   13 1   23 1   32 1   42 1   51 1   60 1   69 1   79 1   89 1   98 1
 5 1   14 1   24 1   33 1   43 1   52 1   61 1   71 1   80 1   90 1   99 1
 6 1   15 1   25 1   34 1   44 1   53 1   62 1   72 1   81 1   91 1
 7 1   16 1   26 1   35 1   45 1   54 1   63 1   73 1   82 1   92 1
 8 1   17 1   27 1   37 1   46 1   55 1   64 1   74 1   83 1   93 1
 9 1   18 1   28 1   38 1   47 1   56 1   65 1   75 1   84 1   94 1
;

K_test [*] :=
1  0.125
2  0.125
3  0.125
4  0.125
5  0.125
6  0.125
7  0.125
8  0.125
;

