    1     2     3     4     5     6     7     8     9    10    11    12    13    14    15    16    17    18    19    20    21    22    23    24    25    26    27    28    29    30    31    32    33    34    35    36    37    38    39    40    41    42    43    44    45    46    47    48    49    50    51    52    53    54    55    56    57    58    59    60    61    62    63    64    65    66    67    68    69    70    71    72    73    74    75    76    77    78    79    80    81    82    83    84    85    86    87    88    89    90    91    92    93    94    95    96    97    98    99   100 
   27 1.00000000 0.95188762 0.08499110 1.15444620 0.19589407 0.86857308 1.56791698 1.29368754 2.11901529 2.32609438 0.32590705 2.02994794 0.94350404 0.03334353 1.24072125 1.49748507 0.42724101 0.00000000 0.96817793 2.05566108 2.56662254 1.22072880 2.16114982 1.00562378 2.28531837 0.22119331 0.31029244 2.05347888 1.46588483 0.31830484 2.53462841 0.00000000 0.00000000 1.64918207 0.00000000 2.61812574 0.55693391 0.00000000 0.85014099 1.19288458 0.06474108 1.22216212 0.22605724 0.00000000 0.00000000 1.73948875 0.17454624 1.70929871 0.89657321 0.99163660 0.98776350 1.84073317 2.15446841 0.17070258 0.00000000 1.38252934 0.00000000 0.51355274 0.00000000 1.63767909 0.79071440 0.90883703 0.99961180 0.00000000 2.06217001 0.00000000 2.43678479 0.64913687 0.00000000 0.12126614 0.00000000 0.20016238 0.26712817 0.97505516 0.98731880 1.97490060 0.73194628 0.00000000 0.72314652 1.43470958 0.00000000 2.47195354 1.67697729 0.00000000 1.67428548 2.03785266 1.28686101 2.54916229 0.00000000 0.70483368 1.46808106 0.16490774 0.60315552 1.50481443 1.35220151 0.83965007 2.45151012 1.55074332 1.70319019 1.57508198
   28 1.00000000 0.45935572 0.00000000 2.01242270 1.28109681 1.70392156 2.23293620 0.13354236 1.63439914 1.57605888 0.00000000 0.00000000 1.30335314 0.93702470 2.56860273 2.42596034 0.86414959 1.83043388 0.00000000 0.17925982 0.00000000 0.00000000 0.00000000 2.64197048 1.08054915 0.00000000 0.00000000 0.00000000 1.75585861 1.12364684 0.00000000 0.00000000 0.34298771 0.70952930 0.00000000 0.87085435 0.20067469 1.20920114 1.61888717 1.62305154 0.37707679 2.55102093 1.17228242 0.63855908 2.30647490 1.94294069 0.92752446 2.15177714 0.54750930 0.00000000 1.51956636 2.18820870 1.53554890 0.00000000 0.00000000 0.09089814 1.51733070 2.48819175 0.09338551 0.00000000 0.96185904 0.38349522 2.06482724 2.13701042 1.08498629 0.00000000 2.64882441 0.01981226 1.56667890 0.00000000 0.00000000 2.11713990 0.08772900 1.10602939 1.14765237 1.65852812 2.18507546 0.00000000 0.00000000 1.04437986 0.00000000 0.18749261 0.00308491 1.64115381 1.20871533 0.00000000 0.38227966 2.47008710 2.21163173 0.00000000 1.34159206 2.18635533 2.16211435 0.00000000 0.00000000 1.13894135 1.65248014 1.08997239 2.10405746 0.47105737
   29 1.00000000 1.70721349 0.00000000 0.49209209 0.62933825 0.63147791 0.36048431 2.55420865 0.00000000 1.87155256 1.13180476 2.20882607 0.00000000 1.59798097 0.00000000 1.25998153 0.17499219 2.49146336 0.23676755 1.45446885 2.02511270 0.00000000 0.00000000 0.35550763 1.35982911 0.20328218 0.00000000 0.00000000 1.47764752 0.00000000 0.26524229 1.93496093 0.71154030 0.00000000 2.29569101 0.00000000 0.08119794 0.20043849 0.00000000 1.89578747 2.16751158 0.00000000 1.21765919 0.00000000 0.00000000 0.65302447 0.98140259 2.05716472 0.29438077 0.00000000 0.00000000 0.66562349 1.46180114 0.83998024 0.31871740 2.10883071 1.13062554 0.00000000 0.58103361 1.23959221 2.28607491 0.00000000 0.96942644 0.48096719 2.42244564 0.74126183 0.00000000 1.23548307 1.39431721 0.34170165 1.11899037 0.69670982 0.84554257 1.25658029 0.00000000 2.46070185 0.00000000 2.16668981 0.00000000 0.95786803 1.47604031 1.42675839 0.14189464 0.62464581 0.54450270 0.17792770 2.29217069 0.14300677 0.00000000 0.53333993 0.12953526 0.52311173 1.97160441 0.19536651 0.67411506 0.53989546 1.72408278 0.00000000 0.45729161 0.00000000
   30 1.00000000 0.00000000 1.58491354 0.00000000 2.23358402 0.00000000 0.44428302 1.15964032 1.86955611 0.72655043 2.40384869 1.88930716 1.51747279 1.45404416 1.21746839 1.64836589 0.80738237 2.65318880 2.08017014 0.23167124 0.00000000 0.00000000 1.05195619 1.84944209 0.00000000 0.53171644 0.24892796 0.62647798 0.00000000 2.46382622 1.99402320 2.02310540 0.31950978 2.55976561 2.04606420 0.44439386 0.82615730 2.21316123 0.76238766 1.54310930 0.66213530 1.60648217 0.48750626 1.14060564 2.66334632 0.00000000 1.83833720 2.37479143 0.20542281 0.00000000 0.93277358 0.00000000 0.73651899 1.31464661 2.04120575 0.00000000 0.00000000 1.56192641 2.00203642 0.00000000 0.15743434 0.79350708 1.77724489 1.59936179 2.01881352 2.11151520 0.00000000 0.00000000 1.89649326 0.00000000 2.58319933 0.00000000 1.90730412 2.17835857 0.96099487 2.05118650 0.00000000 0.00000000 2.42453029 0.00000000 2.33526872 1.80114734 2.38648735 2.47102862 2.50177401 1.07835201 2.31211944 0.38781849 0.55389543 0.18639827 0.45137364 0.00000000 0.00000000 2.13174293 1.03720949 2.63406885 0.38328589 2.59494506 2.22235439 0.00000000
   31 1.00000000 1.54112901 2.59181505 0.00000000 0.00000000 2.16425061 2.36709800 0.00000000 1.57446845 0.41920089 0.00000000 0.07337519 0.47911339 2.64955250 0.00000000 0.39570086 1.06370306 2.14323217 1.30664408 2.15781343 0.59287878 2.43251422 2.13533837 0.00724022 2.44682655 2.37943938 0.76673662 1.13819945 2.26562634 1.15414367 1.70420068 1.26055664 1.46285036 2.44148570 1.92737772 0.26946576 0.25181606 1.17033421 0.77866860 2.49878398 0.61757598 0.05881658 1.56616591 0.00000000 0.00000000 1.25559822 1.50619271 0.00000000 0.44293865 0.00000000 2.56991899 0.83425001 2.44703046 2.46227648 0.00000000 1.33067885 1.29893011 1.21187159 0.90737317 0.82447478 2.21122715 0.58571725 0.99841968 0.51596605 1.37056950 2.11533850 0.51929111 0.00000000 0.31752223 0.08820259 1.77869413 2.37953048 0.00000000 0.00000000 0.78134300 2.11792286 0.35733856 0.58800957 2.35738651 0.29554119 1.85786666 1.07570519 2.43627471 1.01390626 1.89574138 0.00000000 2.59729641 0.73642551 0.00000000 2.10586265 1.55670676 0.99490189 0.00000000 1.98184333 0.00000000 0.00000000 1.95744866 1.02409026 0.96623889 0.27135696
   32 1.00000000 1.86142544 0.00112172 0.00000000 0.39098758 0.00000000 0.77920645 2.20303556 0.51703076 2.64954031 0.74660835 0.99062209 0.33459809 0.94258506 0.13271216 1.97989390 0.31876249 0.00000000 0.42154894 0.64483108 0.46300777 0.00000000 0.14274146 2.09301456 1.70625319 1.53478843 0.96299483 2.57409739 0.00000000 0.00000000 2.13511237 2.53410458 2.37213480 0.00000000 2.20835686 0.00000000 0.00000000 1.32494244 1.66515393 0.24175683 1.66176621 0.96677571 0.24429241 0.00000000 1.30749849 1.17279000 2.60506778 2.09370081 1.41712513 0.00000000 2.32208425 0.00000000 2.46094396 2.23115928 0.00000000 1.79154307 0.00000000 0.75618385 0.00000000 0.04384524 0.71258618 2.53320152 0.00000000 1.49968322 1.53960276 1.05064324 1.13273777 0.52039552 1.78156519 2.25033538 1.73937125 0.61989727 0.28827076 1.66293898 2.45577023 1.07439249 1.01772433 1.50755239 1.97979566 0.32944138 0.00000000 2.43140037 1.99289777 0.63973612 1.26515015 2.48929299 0.75230068 2.09319556 1.60263430 2.20321275 0.52113756 1.48335230 0.00000000 0.46926633 1.32042190 0.83731694 0.00000000 0.00000000 0.00000000 0.85805228
   33 1.00000000 0.57202850 2.24634830 1.70931207 2.05511799 1.45672852 0.05013023 2.40294186 1.43130858 0.00000000 0.06543314 0.04429922 0.00000000 0.00000000 0.00000000 0.00000000 1.71309698 1.85927448 1.15262231 0.79042884 1.53899782 0.35412473 0.00000000 0.00000000 2.06043957 2.09621491 0.00000000 0.00000000 1.94610247 0.00000000 0.95256051 1.57721385 1.13719628 1.57866206 1.48241174 1.66922271 1.17892358 2.38766045 0.00000000 0.00000000 0.40716851 0.00000000 0.49311769 1.25609093 2.30938150 1.45312867 0.00000000 2.04614690 0.00000000 0.00000000 0.00000000 0.35464685 1.82562814 1.45825469 1.95841776 0.00000000 0.00000000 0.00000000 0.36510275 1.83961568 2.54363590 1.28984510 0.89881526 1.63054217 0.05184861 1.98360437 1.38379228 0.00000000 1.63468849 0.00000000 0.49455306 0.49049332 0.28579266 0.00000000 0.81968821 2.65691612 0.83883794 0.00000000 1.84044051 1.14038422 1.83735493 0.83224811 0.00000000 2.06948098 2.00745247 1.35566436 0.86461046 2.16585472 2.44931778 1.46861650 0.35569688 1.13987810 0.57577063 0.00000000 2.21070467 0.00000000 0.70641556 0.00000000 2.18822696 0.54927789
   34 1.00000000 2.15143939 0.81108035 0.00000000 0.00000000 0.00000000 0.54304410 1.58949517 1.87293648 0.00000000 0.78245553 1.07396954 0.00000000 1.53196609 2.35945710 0.00000000 0.69127372 1.82071617 0.01676250 0.11186409 0.17023434 0.00000000 0.29767200 0.00923165 1.79965231 0.30045657 1.68879280 0.00000000 2.10796621 2.46023064 0.00000000 1.90731430 1.65884569 2.05340184 2.04021441 0.73424131 1.41845732 0.67518656 1.41953566 0.00000000 1.44882710 0.00000000 2.14227429 0.00000000 0.00000000 0.00000000 0.43867881 2.31687154 0.00000000 0.68803477 2.24139065 1.86458044 0.96042222 0.97941726 0.00000000 0.75248514 2.55097325 0.91240108 2.56738581 0.00000000 0.00000000 1.10705631 2.21057815 1.45474272 1.82428545 1.01960359 1.51333145 0.00000000 1.97823598 0.00000000 0.66464573 1.28908843 0.00000000 1.00380987 2.44505741 0.00000000 0.85675217 0.00000000 2.33430860 2.03237657 0.73745089 2.15791632 2.26136914 0.56683221 0.95009793 0.26587078 2.34693139 0.52705433 0.97479725 1.47314155 1.26812682 2.06283969 2.49647306 1.91169822 0.00000000 0.84147934 2.09230026 0.47322053 0.00000000 0.03351267
   35 1.00000000 0.18714993 0.00000000 1.53013240 1.61567793 1.32049755 1.19534864 0.00000000 1.14948480 0.00000000 0.99973046 1.65959733 1.96044830 1.89844369 0.49932511 0.78401689 0.71126587 1.55613187 0.54714795 1.15607250 0.00000000 2.56537653 0.84764328 0.00000000 1.92077391 0.92726904 0.00000000 0.00000000 2.06699413 1.36874421 0.00000000 0.72750068 0.70620742 0.00000000 1.27014684 1.56920826 1.90549036 0.90025833 0.69120356 1.41184420 2.26127145 0.00000000 0.11514978 0.00000000 0.00000000 0.69107955 0.00000000 0.66293560 1.48733771 2.45122142 1.38936427 0.77215708 0.00000000 1.78064217 0.90080602 1.27054911 1.75358609 1.45435842 2.11013150 0.25611870 0.00000000 0.00000000 1.68432378 0.34066014 1.05743970 1.26866740 0.88562429 0.00000000 0.94858214 0.08196568 0.42484856 1.68983658 0.88717467 0.41582070 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 2.20605445 1.84726860 0.00000000 1.55512991 0.78828488 2.14375140 0.53221086 2.29719039 0.00000000 2.23335936 2.33052789 0.27188843 0.00000000 2.50155668 0.09254384 0.00000000 0.00000000 0.26144636 1.35249564 1.76698410 0.73235835
   36 1.00000000 0.52857681 1.52323014 0.92885807 2.38238057 0.06855344 1.71907609 0.73286228 0.00000000 0.60168665 2.13984603 0.00000000 0.23116231 0.00000000 1.79062437 0.00000000 0.71743032 0.00000000 1.69994545 2.24377455 1.88652387 0.00000000 2.56875196 0.68006732 0.00000000 2.50164542 1.68856509 1.44574808 2.22312429 2.32503871 2.01354156 0.66111666 2.01489010 2.53579773 0.10769656 0.25295342 1.85427810 0.00000000 0.16878372 0.52030009 1.03265887 0.00000000 0.00000000 2.52903873 0.77470345 0.23675486 0.41881736 0.00000000 1.84627780 0.00000000 0.54132189 2.48485497 1.43940561 0.98632981 1.42531627 1.23514520 0.00000000 1.96633732 1.57150519 0.29623714 0.44624672 0.00000000 0.12775780 1.34000304 0.00000000 0.16589988 0.00000000 0.00000000 1.46199758 1.71889245 1.74813410 0.00000000 2.41451171 0.00000000 0.00000000 2.43458627 2.19257442 1.18226168 1.53963459 2.13099175 2.39779400 2.26983496 0.62893113 1.14764287 0.00000000 1.96100441 2.39908519 0.62380364 0.00000000 0.00000000 1.87474076 0.09589775 0.89180319 2.29584857 0.23880075 2.53464298 1.47610714 1.21201900 1.42285888 2.55414026
   37 1.00000000 0.00000000 1.36395504 0.00000000 2.02467814 1.52394477 0.66540831 0.77849503 0.83540484 2.00045059 0.00000000 0.00000000 0.68828586 2.38997355 1.06378293 1.87296259 0.91818981 1.68874688 1.58150870 0.72454221 0.00000000 0.73671819 0.00000000 1.85835697 1.29792429 1.80189240 0.06794611 0.48294317 0.59663564 0.00000000 2.10863178 1.86882670 2.02412052 2.31778902 0.00000000 0.78375474 0.00000000 1.38145358 2.41310017 0.00000000 0.98627445 2.33505722 1.01105059 1.17802431 1.68194353 2.50983746 0.91947611 2.31163166 0.00000000 1.89289201 1.07707312 1.79978713 2.32577969 0.00000000 1.52283219 2.57206250 0.31635184 1.98879220 2.00639075 1.86991192 1.98403930 1.03107165 1.92448097 0.34517670 0.00000000 1.36974246 1.06856476 1.39163250 0.05942001 0.00000000 0.77042615 1.95909954 0.00000000 0.31465415 0.00000000 1.57846405 0.00000000 1.06250308 1.47382752 2.40147957 1.40548108 0.00000000 2.43510395 2.48379450 0.19485225 0.23388663 0.00000000 0.00000000 2.19381265 2.46130268 0.51303176 0.00000000 2.48042462 1.34187016 0.32450466 2.12146881 2.52829912 2.59015681 0.00000000 2.15567648
   38 1.00000000 1.87106833 0.00000000 1.86503873 1.02010551 2.09935946 2.41597567 2.08760930 2.37701168 0.17756505 0.00000000 0.00000000 1.21887148 0.78100183 2.03493135 0.70105210 0.47510358 1.21592195 0.54910957 0.63922254 0.68328999 2.30515860 2.36292491 0.31127731 2.46835587 1.99872864 1.08304489 0.00000000 1.14789999 1.06840690 1.85521588 0.61184036 1.97535490 1.56770843 0.00000000 1.43306355 1.36603445 0.77641919 0.00000000 1.00795800 1.38707568 1.87914258 0.12551162 1.02286422 0.00000000 0.41612750 2.03680649 1.99705025 1.90012931 2.13193687 2.47853861 0.00000000 1.65974149 0.97114886 0.00000000 0.00000000 1.84008562 0.00000000 1.72026364 0.42950436 2.63539897 1.74184070 0.00000000 1.86638646 0.63310109 1.83859819 0.00000000 1.47369096 2.10202351 0.00000000 2.07781068 1.74837154 1.20843203 0.00000000 1.57199465 0.00000000 0.93754961 0.00000000 0.49669076 1.97866670 0.63518003 0.00000000 0.51071216 2.05346224 1.10756317 0.29161569 1.12203017 0.00000000 0.00000000 1.34636135 2.39867760 0.48952618 0.00000000 0.00000000 0.00000000 1.99650445 1.08745414 2.09282360 2.27140356 0.43212163
   39 1.00000000 0.00000000 1.14489648 1.62354284 1.38835971 1.36187101 1.92286214 0.00000000 0.00000000 2.50629397 0.00000000 0.00000000 0.16770454 2.02032928 1.85396004 0.00000000 1.32478489 1.29201490 0.36616426 2.28862299 2.64945288 2.08483585 1.58405251 1.82597172 2.24047242 2.55846999 2.63016564 1.38489193 1.37540268 2.61465262 0.42670946 0.00000000 0.88537493 2.22717532 0.00000000 0.46187069 0.25520362 2.65951053 0.00000000 1.74149541 2.59537397 0.77887446 1.79026152 0.91808453 2.39376104 0.00000000 0.00000000 0.17288134 1.13950432 0.00000000 2.18676203 1.41377898 0.13046657 2.10970946 0.23866889 0.27683801 2.29098092 1.40138551 0.00000000 2.49689321 0.91405358 0.00000000 0.00000000 0.00000000 0.00000000 1.82765400 0.20930811 1.79056781 1.41895953 0.00000000 0.00000000 1.28942313 0.65593324 0.00000000 2.33280859 0.46503648 0.54681461 2.09844587 2.15795880 1.98389787 1.77511253 0.00000000 1.81869603 0.71291732 0.01925818 0.41917075 1.87030356 1.30760145 0.65357206 1.68529683 1.51008619 1.01837604 2.59586498 0.00000000 1.25917438 2.10001334 0.17486664 1.33905727 2.26826324 2.58801345
   40 1.00000000 0.00000000 2.35023060 1.59882193 0.00000000 1.63561257 1.70264329 2.04308621 1.21637275 0.00000000 1.54274978 0.71832707 0.11127814 2.48000874 1.53324840 1.08036137 1.07580237 2.04659283 2.24461239 0.00000000 0.49222464 0.00000000 2.26871715 1.69397924 1.24640926 1.48108525 0.91980424 1.40425867 2.31056225 1.56152641 2.13018676 0.00000000 0.37543736 2.04863474 0.00000000 1.53617027 0.00000000 1.15801207 0.00000000 0.00000000 0.00000000 1.84013722 0.00000000 1.84482180 0.00000000 0.00000000 0.72290624 1.62658736 2.63356989 2.24827869 0.00000000 0.12794030 0.57554007 0.00000000 2.01568070 1.66864444 2.66309974 0.23972333 1.47276609 0.02020928 0.29802833 1.60026838 1.56214651 2.54967057 0.62237435 0.01323825 2.59886795 0.00000000 2.30543266 0.00000000 0.12142599 0.00000000 1.15574639 0.49714240 1.62570064 0.00000000 1.03919203 2.19341318 0.34735672 0.00000000 0.00000000 1.76566477 1.98308796 0.17466145 0.00000000 2.57112781 0.51541873 1.71887392 0.00000000 1.08140134 1.83423886 2.45884114 0.00000000 2.58480591 0.23280236 0.81421493 0.00000000 0.00000000 1.40847342 0.00000000
   41 1.00000000 1.44222637 1.25937762 0.00000000 0.49955391 0.00000000 0.76329722 1.38063105 0.00000000 0.56581109 0.95036366 1.70370606 0.00000000 2.11850400 2.15158947 0.00000000 0.26918586 2.57100185 0.00000000 0.00000000 1.17997663 2.10474032 0.95910670 0.00000000 0.62245443 1.53747957 0.90434013 0.00000000 2.39535819 0.77911519 1.41360916 0.00000000 0.08532785 0.00000000 0.67018036 0.10740192 0.00000000 0.00000000 0.00000000 1.91847349 2.06330374 2.43229233 2.33908377 0.01286841 1.53021184 0.00000000 1.95650962 0.46905197 1.88944737 0.00000000 1.43232228 0.83271690 2.25755729 0.00000000 0.42385379 0.00000000 0.00000000 0.41016942 0.95971371 0.42161846 0.03522710 1.99712757 0.00000000 1.02740337 0.00000000 0.91093769 0.00000000 1.11448433 0.94379346 2.09626807 0.00000000 2.04609874 0.00000000 1.70355274 0.00000000 0.00000000 0.94995335 1.84645147 1.11944077 0.35077188 0.00000000 0.35628524 0.00000000 2.02725338 2.07904276 1.72417720 0.24462611 0.77024581 0.04500098 0.00000000 1.80268722 0.59019607 0.70909932 2.30797232 0.13768398 1.65152927 0.00000000 0.00000000 0.11705349 1.49133721
   42 1.00000000 1.43090147 2.29005143 2.27465310 1.66815986 1.93379846 1.01883784 0.00000000 2.51680308 0.10507481 1.06174669 1.58230162 2.19042546 1.95524388 0.80401863 0.59489017 2.57494634 2.03442292 0.32748587 1.56508523 0.60227573 0.09682112 0.00000000 2.06365805 2.15789586 0.74309576 1.87141228 0.07308156 1.11688510 0.42126557 0.88301779 1.36322035 0.77032065 0.74427502 0.70927025 0.00000000 2.66507434 0.00000000 1.13947715 1.64669606 2.63092729 0.56801077 0.70290758 0.00000000 1.47716548 2.35916353 2.12897075 2.62476540 0.09396950 1.64018367 2.65355526 0.59577886 0.00000000 0.00000000 0.57843171 2.33904909 0.00000000 1.57559449 0.14710965 0.00000000 1.33502526 1.59092016 1.87354425 0.35130795 0.00000000 0.83841898 0.00000000 2.21206562 1.30225448 2.25632498 2.16751125 1.15169885 0.00000000 2.28573737 0.63132563 1.84300813 2.30820149 1.01799632 2.16397058 1.03094158 1.65571914 0.41332036 0.51185556 2.20926393 1.54053487 0.00000000 1.26157493 2.54885788 0.00000000 0.99339029 2.18085219 0.26479116 1.85092496 0.00000000 0.00000000 1.77737519 0.09702373 0.63558828 1.94246000 0.07099371
   43 1.00000000 2.05135354 2.42240175 0.47382413 2.26560147 0.00000000 0.00000000 1.46700351 0.78317003 0.40610210 1.15417920 0.69748892 1.29729200 0.03240323 1.38219655 1.59789117 2.38753551 0.91860932 2.45731725 1.16077126 2.21602798 0.06114571 1.25057348 0.96199730 0.00000000 2.49132420 0.00000000 0.64448749 2.26986795 0.55842140 0.00000000 0.00000000 0.00000000 0.06943672 1.85145328 0.82493622 1.50862288 0.37441330 1.45390629 0.37510726 1.45596844 0.00000000 2.52326203 0.20144838 0.31044990 0.04718967 1.34707753 1.36065152 0.00000000 0.00000000 0.22230816 1.59577529 1.65268881 2.06964765 1.74319032 1.81292967 0.00000000 0.63795131 0.00000000 0.27351450 0.00000000 0.56581024 2.59130648 0.02594146 2.63447764 0.00000000 1.40095649 0.65938460 0.53745419 1.32092719 0.00000000 0.00000000 0.00000000 1.58652953 0.00000000 0.74621830 0.86014090 1.26019252 1.15898435 0.00000000 0.00000000 2.07959310 0.00000000 1.80238564 0.00000000 0.00000000 0.74324465 0.00000000 0.40136912 0.00000000 0.08349065 0.77326942 0.00000000 1.73891292 1.23916345 0.00000000 0.00000000 0.00000000 0.00000000 0.52145525
   44 1.00000000 0.00000000 0.08697277 1.36553991 1.46726982 0.37539762 0.00000000 2.34080306 0.28934811 0.75305140 1.41900487 0.00000000 0.89087549 2.48148070 0.00000000 0.64555498 0.49794348 0.63142041 0.79276728 0.08291181 0.46407975 0.00000000 1.05593570 0.00000000 2.61531566 0.00000000 0.00000000 1.61834531 2.38527514 1.51886955 0.19749785 1.03021259 2.39219739 2.12368424 2.49956065 0.87668180 0.48628518 0.78655545 0.12180227 0.61229412 2.05641545 1.59785748 0.94488300 0.00000000 1.25454678 0.59640613 1.84191768 2.54311154 0.84734002 0.00000000 2.46472939 1.17995473 0.79882476 1.05902816 0.36198824 0.00000000 1.15946626 2.16638739 2.24415631 0.00000000 0.00000000 0.37860746 0.00000000 2.30019316 0.00000000 1.16472516 0.60714463 1.73863248 1.25885052 0.63516883 0.00000000 0.00000000 2.25772841 2.57163104 0.00000000 1.35833672 0.00000000 0.00000000 2.58041840 0.00000000 0.00000000 0.00000000 2.33236029 1.32999742 2.44071658 0.00000000 1.38895612 1.41405937 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.61400789 0.36884603 2.27581020 1.34801897 1.84258241 2.35852490 0.00000000
   45 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.61377617 0.35264054 1.01302893 1.82570485 0.40457682 1.37547148 0.00000000 2.25742731 0.00000000 1.06718145 0.57340219 1.94455287 1.83624943 0.72701535 1.64731768 0.00000000 0.14043538 0.00000000 0.00000000 0.00000000 1.83385456 2.23132267 0.11512328 1.70991771 1.26244556 1.76590645 0.00000000 0.78829560 0.14491095 0.30234847 0.00000000 1.87386016 1.44716154 0.00000000 1.67305600 0.00168175 1.42535494 0.18888173 1.43427364 1.26859184 0.35835591 1.51636803 0.00000000 2.55387941 0.59917276 1.96646830 0.67130819 1.94360858 0.81908970 1.52009078 2.51511491 0.34306659 1.32656147 0.00000000 1.84450149 0.05392752 1.38975426 0.81309631 1.53603871 0.00000000 0.00000000 1.33234850 2.27462903 2.00541757 0.00000000 0.71360811 0.00000000 1.93214156 2.50353967 1.92130960 1.53137079 0.55800672 0.81269355 0.00000000 0.50837315 2.52121048 0.61400328 0.09937486 1.21313359 2.22571459 0.10228450 0.00000000 1.53092477 1.29043615 0.00000000 0.64917360 0.91653325 0.26824123 0.86139893 1.27026153 0.65185196 1.02963791 0.00000000 0.00000000 0.00000000
   46 1.00000000 2.59377837 0.48602953 0.00000000 1.64340776 0.00000000 2.65762015 0.85833835 2.05934407 0.34234526 0.00000000 0.00000000 0.32974925 0.63228307 0.00000000 2.14274069 0.00000000 1.00794700 0.96796012 2.32929886 0.15661757 0.37206601 0.74572810 0.60187033 2.03016797 0.16017250 0.00000000 0.00000000 0.00000000 0.00000000 0.20454535 0.92577111 0.82885476 2.01456442 1.02012128 0.99049960 0.11978286 0.41282071 2.08862239 0.17880812 0.05492517 0.10455001 0.34913849 0.11155616 2.38734908 1.62331087 1.08691806 2.36707246 0.68815089 0.00000000 1.06234842 2.57659230 0.56599491 0.57899537 1.48319382 0.60144881 1.93580877 0.00000000 0.00000000 2.44160066 2.47852614 1.30445237 1.67539973 1.04976532 0.00000000 1.29661046 1.61241156 1.41764378 1.24957877 2.15228482 1.88033601 0.92359247 1.78086678 0.59122061 2.35640032 1.40767398 1.52019689 0.00000000 1.59809299 0.00000000 1.50759702 0.85557567 1.35946164 0.00000000 2.33947903 0.00000000 0.44611041 1.93640739 1.90535830 0.00000000 2.34458692 0.00000000 0.00000000 0.31854250 0.17717860 2.02755248 0.89976070 0.73128708 2.03597083 2.04658216
   47 1.00000000 0.47064222 0.00000000 0.81615138 1.97414317 2.44655964 0.62855979 1.47028212 2.00922453 0.00000000 1.34111690 2.37840992 2.53712384 0.76640368 1.19866241 0.00000000 1.21846204 1.91342095 0.00000000 0.45856507 0.54801529 0.00000000 0.76765049 0.00000000 0.00000000 0.00000000 0.75928363 0.00000000 0.00000000 2.53247471 1.50978783 0.31276028 1.68029524 0.00000000 2.11249723 2.28597388 1.99527978 2.56805791 2.04021490 0.03878030 1.85621739 1.65191592 1.95151692 2.49147189 1.78002781 0.00000000 0.15860253 1.33401400 2.17604261 2.55038983 2.21206477 2.33029067 0.79087234 1.03382805 2.29093387 1.74212409 1.57048517 0.85470109 1.02358842 1.65391640 0.76871331 2.19890021 2.36484298 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.46576872 2.22732553 0.00000000 1.14975449 0.35826322 1.98758996 1.64494530 1.10773469 0.20864603 0.96476149 0.00000000 0.12563261 0.74324149 1.53639562 2.01745414 0.26631422 0.00000000 1.13693989 1.77054357 1.27312718 0.17223528 0.22412936 0.41161309 0.00000000 1.43487349 0.00000000 2.15409436 0.89360888 2.10385226 1.99687785 2.60685663 2.60487681
   48 1.00000000 2.01109175 1.80290915 0.09852758 1.75903627 2.02534530 2.43161702 1.08923974 1.51024749 1.57308075 0.16490417 0.26757724 0.00000000 1.86813602 1.46217649 0.00000000 1.35286675 0.00000000 0.00000000 0.40470641 0.45466320 0.17888173 1.90622545 0.00000000 0.00000000 1.13779244 0.00000000 2.64521355 0.04315618 1.50723169 1.61366199 1.63044315 1.44348753 2.08866328 2.62328151 0.99131134 0.00000000 0.83017745 1.03960251 2.48429472 0.00000000 1.61574476 1.11253300 2.10014397 0.00000000 1.89284445 0.39079074 2.54309721 1.57658805 0.00000000 1.19951224 0.31919236 0.04122844 2.64975169 0.00000000 1.40541541 0.00000000 0.00000000 0.00000000 0.86866420 0.00000000 2.61477794 2.59668456 0.30319110 0.44586669 0.34825238 1.08752573 2.51834709 1.58278822 0.00000000 0.00000000 0.20972892 0.00000000 0.69839511 2.52353093 0.30483770 0.52677549 2.31180327 1.28892752 0.86248045 1.95323811 2.53506352 0.43066676 1.59039545 1.98405209 0.67932558 0.21543264 1.34282667 0.95447965 0.12265721 0.09160256 0.00000000 0.88357719 0.00000000 0.20128532 0.73289128 1.44627883 1.16199298 0.40283074 0.24643313
