K=10, W/V=2.2375446, K=10, time:2.871

ca [*] :=
1  10
;

fragment allocation x on node k:

1    2    3    4    5    6    7    8    9    10    
76 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
77 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
78 0.00000000 0.09148576 0.00000000 0.00000000 0.90851424 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
79 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
80 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
81 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
82 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
83 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
84 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
85 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
87 0.00000000 0.00000000 0.21982891 0.00000000 0.00000000 0.00000000 0.78017109 0.00000000 0.00000000 0.00000000 
88 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
89 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
90 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
91 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
92 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
93 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
94 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
95 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
96 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
97 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 
98 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
99 0.00000000 1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 

zz_test [*] :=
34 1   41 1   47 1   53 1   59 1   65 1   72 1   78 1   84 1   91 1   97 1
35 1   42 1   48 1   54 1   60 1   66 1   73 1   79 1   85 1   92 1   98 1
37 1   43 1   49 1   55 1   61 1   67 1   74 1   80 1   87 1   93 1   99 1
38 1   44 1   50 1   56 1   62 1   68 1   75 1   81 1   88 1   94 1
39 1   45 1   51 1   57 1   63 1   69 1   76 1   82 1   89 1   95 1
40 1   46 1   52 1   58 1   64 1   71 1   77 1   83 1   90 1   96 1
;

K_test [*] :=
 1  0.1
 2  0.1
 3  0.1
 4  0.1
 5  0.1
 6  0.1
 7  0.1
 8  0.1
 9  0.1
10  0.1
;

